Category,Message
FALSE,I'll walk the rest of the way home and have Bill help me tonight when he gets off work.
FALSE,"The walk was peaceful, the starry night and thrum of crickets easing her tired mind."
FALSE,This hospital is the only thing in a day's walk with power.
FALSE,She didn't walk far before she heard the creak and snap of branches.
FALSE,"They seemed to walk for hours, until the first rays of morning lightened the forest."
FALSE,He'd barely managed to walk away from her earlier.
FALSE,"Lana pulled him on top of her, certain he wouldn't walk away this time."
FALSE,"Only this time, he'd gone too far with her to completely walk away."
FALSE,"Every moment he spent with her, he felt like he was getting farther and farther away from his ability to walk away without either of them getting hurt."
FALSE,"Wiping away angry tears, Lana trotted to the entrance to her community then slowed to a walk when she became breathless too fast."
FALSE,If you need to walk cross country then walk cross country.
FALSE,It was a grueling two-day walk to the nearest emerops facility.
FALSE,There are three within about a week's walk.
FALSE,Each facility is within three days' walk of three more facilities with another twenty possible routes.
FALSE,That's a long walk.
FALSE,The two of them can walk you through the shadow world and you can jump through the portal.
FALSE,The phantom ignored her and continued to walk.
FALSE,"Jared motioned him away from the door.  Rhyn stepped aside warily.  The full-demon tried to walk through, only to be thrown to the ground by an invisible shield."
FALSE,"His walk turned to a trot and then a run.  Rhyn ran after him, feeling alive as they raced through the enchanted forest towards a fate he wasn't entirely certain how to handle yet."
FALSE,"He glanced at Hannah.  She was in no shape to walk, but she'd have to."
FALSE,I was told to walk in an eastern direction.
FALSE,"He slapped the hat back on his head, took a deep breath and began to slowly walk toward the water."
FALSE,"By the time he left the office for the ten-minute walk across the square to the courthouse, he felt com­fortable with the progress of the case."
FALSE,The cabs didn't record anything and it's too far to walk.
FALSE,The two goons you let walk from outside of Baratto's apartment?
FALSE,The last thing you want to do is walk into a police station with a cou­ple of suitcases of what's most likely stolen money.
FALSE,"Everyone else's life seemed to have some force in it, a force that was driving it forward, something much stronger than his life that was plodding along like a Sunday walk to nowhere."
FALSE,We're gonna get up slowly and walk out of here like a couple of old pals.
FALSE,He consid­ered calling for a taxicab but when he found the motel was close by he decided to exercise his tightening leg and walk.
FALSE,It seems kind of silly for you to get up every morning and walk over there to clean his house and do his chores – then go back to your house.
FALSE,"In any case, she couldn't... wouldn't, let him walk her up the mountain again."
FALSE,Don't walk across there.
FALSE,"Slipping into a modest two-piece swimsuit with a skirted bottom, she grabbed a towel and headed out at a brisk walk for the beach."
FALSE,Hopefully he hadn't come over to walk her up to the mountain.
FALSE,"If she went any place, he had to take her – or she had to walk."
FALSE,You can get in out of the heat and you don't have to walk so far to do the chores.
FALSE,A good brisk walk up a steep rugged trail would leave him too exhausted to make advances.
FALSE,She couldn't be sure he wanted to go for a walk.
FALSE,It wasn't that much out of the way and she could use the walk.
FALSE,"Once they moved the chickens, there would be no reason to walk down to the farm every day."
FALSE,"His face was flushed, but his walk was as fluid as always."
FALSE,Walk me to the truck.
FALSE,They would have to walk along the ridge for a while to get there.
FALSE,You can't just walk in.
FALSE,"Even so, who would simply walk in..."
FALSE,Maybe a good walk would stimulate her mind.
FALSE,They couldn't walk away from each other like this.
FALSE,The next day the nurse got her up to walk.
FALSE,I don't want you to walk out on me again.
FALSE,"When you're ready to walk through that dark valley, let me know and I'll walk with you."
FALSE,"He turned and trudged across the corral, his shoulders were slumped and his walk lacked its usual spring."
FALSE,He pulled her up behind him and nudged his horse into a quick walk.
FALSE,"Go for a walk, he told her."
FALSE,Couldn't even walk when Sofi first found me.
FALSE,"He turned with her, watching her languid walk."
FALSE,"Jenn held his gaze, wanting with all her heart to convince him to walk away from her here, now."
FALSE,You gotta walk away now.
FALSE,Why she'd been able to walk away from him when he knew he couldn't have walked away from her.
FALSE,She was strong and stubborn enough to walk away from him.
FALSE,Jenn jogged until she was warm then settled into as quick of a walk as she could through the thick forest and tall snow.
FALSE,"I couldn't Travel, but I could walk."
FALSE,"If you can say those words, I'll let you walk."
FALSE,"Walk around it, and you'll end up in the mortal world."
FALSE,Darian motioned for his former mate to walk with him down the beach.
FALSE,"Darian motioned for Claire to walk with him, and they started down the beach."
FALSE,Dusty had been right; she was in far too deep to walk away this time.
FALSE,"I thought for the first time in my life, I can't walk away and wish I could."
FALSE,Her walk turned into a trot as she pushed her weary body as fast as it would go.
FALSE,You've looked over me since I was too small to walk.
FALSE,"He placed the unsettling book on a table and crossed the chamber, watching the book as if it might decide to walk away on its own."
FALSE,The hot horse between his legs made him want to walk rather than ride.
FALSE,"Yes, she could understand why she would walk gladly into death's arms."
FALSE,Alex urged Ed into a walk and they continued their mission.
FALSE,I'm going to walk him out to the barn and fix him a place to stay.
FALSE,She dismounted and watched the men walk up to the ruins.
